Price,Close,High,Low,Open,Volume
Ticker,MNQ=F,MNQ=F,MNQ=F,MNQ=F,MNQ=F
Datetime,,,,,
2025-08-31 23:00:00+00:00,23538.0,23546.0,23528.75,23536.25,10347
2025-09-01 00:00:00+00:00,23538.5,23555.25,23529.75,23538.5,12926
2025-09-01 01:00:00+00:00,23517.5,23540.5,23508.0,23538.5,10248
2025-09-01 02:00:00+00:00,23469.0,23518.25,23465.5,23517.75,17624
2025-09-01 03:00:00+00:00,23442.25,23484.75,23431.75,23469.25,20081
2025-09-02 04:00:00+00:00,23438.0,23450.75,23427.25,23438.0,8527
2025-09-02 05:00:00+00:00,23413.25,23439.0,23404.75,23437.5,16308
2025-09-02 06:00:00+00:00,23447.5,23448.0,23406.25,23413.0,14196
2025-09-02 07:00:00+00:00,23277.75,23452.0,23270.0,23447.75,64190
2025-09-02 08:00:00+00:00,23310.0,23333.5,23267.5,23278.5,37983
2025-09-02 09:00:00+00:00,23292.5,23331.25,23290.5,23310.25,17941
2025-09-02 10:00:00+00:00,23253.75,23311.5,23231.25,23292.0,32912
2025-09-02 11:00:00+00:00,23224.75,23260.75,23214.5,23254.25,35151
2025-09-02 12:00:00+00:00,23096.0,23224.5,23060.0,23224.5,99613
2025-09-02 13:00:00+00:00,23233.25,23261.0,23025.0,23096.0,270244
2025-09-02 14:00:00+00:00,23162.0,23280.25,23135.0,23230.0,308823
2025-09-02 15:00:00+00:00,23048.25,23179.25,23026.5,23162.25,195388
2025-09-02 16:00:00+00:00,23126.25,23131.0,23037.75,23048.0,121488
2025-09-02 17:00:00+00:00,23189.0,23226.75,23104.25,23126.5,124351
2025-09-02 18:00:00+00:00,23189.25,23232.75,23157.5,23189.25,105669
2025-09-02 19:00:00+00:00,23276.5,23290.0,23188.5,23189.0,120007
2025-09-02 20:00:00+00:00,23379.25,23386.5,23270.25,23276.5,80283
2025-09-02 22:00:00+00:00,23341.75,23387.5,23335.0,23381.5,0
2025-09-02 23:00:00+00:00,23334.5,23345.75,23326.0,23341.25,12551
2025-09-03 00:00:00+00:00,23330.75,23343.25,23317.75,23333.75,19492
2025-09-03 01:00:00+00:00,23336.75,23340.5,23311.75,23330.5,13438
2025-09-03 02:00:00+00:00,23322.0,23339.25,23313.0,23336.25,8973
2025-09-03 03:00:00+00:00,23325.75,23333.0,23299.75,23322.0,12855
2025-09-03 04:00:00+00:00,23331.5,23337.5,23319.5,23327.5,7857
2025-09-03 05:00:00+00:00,23317.25,23336.75,23308.0,23331.0,11505
2025-09-03 06:00:00+00:00,23345.75,23365.25,23309.25,23316.0,20528
2025-09-03 07:00:00+00:00,23376.5,23382.5,23319.75,23345.75,24645
2025-09-03 08:00:00+00:00,23419.0,23431.75,23370.0,23376.0,29959
2025-09-03 09:00:00+00:00,23438.0,23444.5,23398.25,23419.0,17699
2025-09-03 10:00:00+00:00,23441.0,23448.0,23427.75,23437.75,16582
2025-09-03 11:00:00+00:00,23415.5,23458.5,23407.75,23441.25,33203
2025-09-03 12:00:00+00:00,23423.25,23448.0,23396.0,23416.5,35761
2025-09-03 13:00:00+00:00,23382.0,23457.0,23369.75,23422.75,201182
2025-09-03 14:00:00+00:00,23509.0,23526.0,23372.0,23382.5,276998
2025-09-03 15:00:00+00:00,23415.25,23516.75,23401.75,23509.0,189556
2025-09-03 16:00:00+00:00,23411.0,23464.0,23390.5,23415.0,136137
2025-09-03 17:00:00+00:00,23365.25,23462.0,23346.25,23411.25,143611
2025-09-03 18:00:00+00:00,23341.75,23366.0,23318.25,23365.5,127756
2025-09-03 19:00:00+00:00,23452.0,23454.75,23330.5,23342.25,123554
2025-09-03 20:00:00+00:00,23455.5,23480.0,23447.5,23452.0,35486
2025-09-03 22:00:00+00:00,23434.5,23460.25,23434.25,23456.0,0
2025-09-03 23:00:00+00:00,23438.0,23456.75,23432.25,23435.0,8996
2025-09-04 00:00:00+00:00,23504.0,23515.25,23430.5,23438.0,27447
2025-09-04 01:00:00+00:00,23497.5,23509.75,23484.75,23503.75,15082
2025-09-04 02:00:00+00:00,23480.5,23532.5,23475.75,23498.25,20235
2025-09-04 03:00:00+00:00,23467.75,23484.5,23458.75,23480.0,12078
2025-09-04 04:00:00+00:00,23491.0,23495.25,23478.25,23478.25,9824
2025-09-04 05:00:00+00:00,23468.5,23502.75,23460.0,23490.5,12569
2025-09-04 06:00:00+00:00,23454.25,23484.0,23452.0,23468.5,15264
2025-09-04 07:00:00+00:00,23488.25,23506.0,23450.5,23454.0,20840
2025-09-04 08:00:00+00:00,23496.75,23509.75,23476.75,23488.0,14449
2025-09-04 09:00:00+00:00,23516.25,23518.0,23492.0,23496.75,9000
2025-09-04 10:00:00+00:00,23509.25,23528.75,23503.0,23516.5,17685
2025-09-04 11:00:00+00:00,23497.0,23521.25,23480.5,23508.75,20720
2025-09-04 12:00:00+00:00,23485.0,23529.0,23469.25,23496.75,37447
2025-09-04 13:00:00+00:00,23476.0,23548.25,23457.25,23484.75,197531
2025-09-04 14:00:00+00:00,23521.75,23530.25,23410.0,23479.25,278152
2025-09-04 15:00:00+00:00,23538.25,23556.0,23492.0,23522.25,150155
2025-09-04 16:00:00+00:00,23538.0,23565.25,23512.75,23538.5,97508
2025-09-04 17:00:00+00:00,23583.25,23604.25,23536.5,23538.5,93774
2025-09-04 18:00:00+00:00,23620.0,23624.5,23582.5,23583.5,68573
2025-09-04 19:00:00+00:00,23666.0,23680.5,23616.5,23620.0,105591
2025-09-04 20:00:00+00:00,23683.75,23709.0,23658.5,23666.25,45906
2025-09-04 22:00:00+00:00,23707.5,23714.0,23691.75,23694.0,0
2025-09-04 23:00:00+00:00,23706.25,23722.0,23704.5,23707.0,10390
2025-09-05 00:00:00+00:00,23729.75,23731.75,23701.75,23706.25,12873
2025-09-05 01:00:00+00:00,23734.75,23739.5,23724.5,23729.5,9186
2025-09-05 02:00:00+00:00,23737.0,23742.25,23718.0,23734.75,9704
2025-09-05 03:00:00+00:00,23742.25,23743.25,23729.5,23736.5,6035
2025-09-05 04:00:00+00:00,23744.75,23751.0,23742.5,23743.5,6470
2025-09-05 05:00:00+00:00,23761.25,23770.25,23740.75,23745.0,10961
2025-09-05 06:00:00+00:00,23772.75,23788.0,23759.0,23761.5,13936
2025-09-05 07:00:00+00:00,23756.0,23776.0,23743.5,23772.25,18765
2025-09-05 08:00:00+00:00,23787.25,23787.5,23748.5,23756.0,14525
2025-09-05 09:00:00+00:00,23783.75,23792.0,23777.25,23786.75,10195
2025-09-05 10:00:00+00:00,23776.5,23789.75,23774.25,23783.75,8885
2025-09-05 11:00:00+00:00,23769.25,23800.0,23768.0,23776.25,17937
2025-09-05 12:00:00+00:00,23874.25,23877.0,23725.0,23769.5,102808
2025-09-05 13:00:00+00:00,23852.75,23902.5,23821.5,23874.25,268882
2025-09-05 14:00:00+00:00,23547.5,23854.0,23544.75,23852.75,463533
2025-09-05 15:00:00+00:00,23618.5,23669.0,23505.0,23547.75,279201
2025-09-05 16:00:00+00:00,23654.25,23658.5,23594.25,23618.25,158375
2025-09-05 17:00:00+00:00,23614.0,23661.75,23586.0,23654.0,130211
2025-09-05 18:00:00+00:00,23657.5,23663.5,23602.75,23614.0,91960
2025-09-05 19:00:00+00:00,23690.5,23693.75,23641.25,23657.0,137513
2025-09-05 20:00:00+00:00,23684.0,23696.25,23666.75,23690.75,25058
2025-09-07 22:00:00+00:00,23740.5,23749.0,23650.5,23676.5,30932
2025-09-07 23:00:00+00:00,23777.75,23784.5,23740.25,23740.75,24255
2025-09-08 00:00:00+00:00,23764.25,23792.0,23763.75,23778.0,20476
2025-09-08 01:00:00+00:00,23767.75,23779.5,23757.25,23764.75,15026
2025-09-08 02:00:00+00:00,23741.0,23771.25,23735.75,23768.75,13929
2025-09-08 03:00:00+00:00,23760.25,23763.0,23741.5,23741.5,4932
2025-09-08 04:00:00+00:00,23733.25,23755.75,23726.25,23754.0,10153
2025-09-08 05:00:00+00:00,23731.25,23751.25,23729.25,23734.0,9533
2025-09-08 06:00:00+00:00,23752.5,23763.0,23730.25,23731.0,15337
2025-09-08 07:00:00+00:00,23752.75,23782.0,23749.5,23752.75,18160
2025-09-08 08:00:00+00:00,23756.0,23760.75,23740.75,23753.5,4268
